85321,176,Ajo Improvement Co,AZ,Bundled,Investor Owned,0.08789049919484701,0,0.09388714733542321
36560,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36513,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36280,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35473,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35229,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36375,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36042,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36370,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35555,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36832,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36505,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35452,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36110,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35442,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35211,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36043,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35184,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35171,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35055,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36054,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36782,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35907,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36850,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36507,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36079,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35073,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35019,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
