36092,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35150,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36376,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36006,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35080,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35114,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35208,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35116,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35580,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36066,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36444,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36276,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36509,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36027,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36033,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36607,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36720,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36481,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36340,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36752,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36041,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35004,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35176,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36756,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35121,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36749,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35007,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35457,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36783,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36855,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35072,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36544,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35976,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36263,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36114,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35463,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35475,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36523,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36040,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
35957,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
36502,195,Alabama Power Co,AL,Bundled,Investor Owned,0.12189508655453701,0.06365153835251516,0.13505671376828454
